Age32-40, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,Hour21-35, United-States,0
Age41-50, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States,0
Age17-23, Private, 11th, Never-married, Other-service, Own-child, White, Male,Hour1-20, United-States,0
Age51-60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,Hour71-99, Thailand,1
Age17-23, ?, Some-college, Never-married, ?, Own-child, White, Male,Hour21-35, Canada,0
Age61-70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,Hour36-50, United-States,1
Age61-70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, 9th, Never-married, Other-service, Own-child, White, Male,Hour21-35, United-States,0
Age41-50, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour71-99, United-States,0
Age24-31, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Male,Hour21-35, United-States,0
Age24-31, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,Hour36-50, United-States,0
Age24-31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Hour36-50, United-States,1
Age17-23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Hour1-20, Germany,0
Age41-50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, Assoc-acdm, Divorced, Sales, Unmarried, Black, Female,Hour36-50, United-States,0
Age51-60, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Hour36-50, United-States,0
Age51-60, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States,1
Age41-50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, Ecuador,0
Age32-40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,Hour51-70, United-States,0
Age17-23, Private, Some-college, Never-married, Sales, Own-child, White, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,Hour36-50, United-States,0
Age61-70, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour1-20, United-States,0
Age32-40, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,Hour51-70, United-States,0
Age32-40, ?, Masters, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,Hour36-50, ?,0
Age24-31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,Hour71-99, United-States,0
Age41-50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,Hour21-35, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,1
Age51-60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,Hour36-50, Laos,0
Age41-50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,Hour21-35, United-States,0
Age32-40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States,1
Age24-31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,Hour21-35, Taiwan,1
Age17-23, ?, Some-college, Never-married, ?, Own-child, Black, Female,Hour21-35, United-States,0
Age32-40, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Sales, Own-child, White, Male,Hour1-20, United-States,0
Age24-31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,Hour36-50, United-States,0
Age71-80, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,Hour36-50, Mexico,0
Age24-31, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,Hour36-50, United-States,0
Age61-70, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,Hour21-35, United-States,0
Age32-40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age71-80, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour1-20, United-States,0
Age61-70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States,0
Age17-23, ?, Assoc-voc, Never-married, ?, Own-child, Black, Female,Hour1-20, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, United-States,1
Age51-60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, United-States,0
Age61-70, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,Hour51-70, United-States,0
Age41-50, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,Hour36-50, United-States,0
Age24-31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,Hour36-50, United-States,0
Age51-60, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male,Hour36-50, Mexico,0
Age24-31, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,Hour36-50, United-States,0
Age41-50, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,Hour51-70, United-States,0
Age17-23, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,Hour21-35, Haiti,0
Age41-50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,Hour36-50, United-States,0
Age24-31, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age32-40, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,Hour1-20, United-States,0
Age17-23, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age61-70, ?, 11th, Married-civ-spouse, ?, Husband, White, Male,Hour1-20, United-States,0
Age24-31, ?, Assoc-voc, Divorced, ?, Unmarried, White, Female,Hour36-50, United-States,0
Age51-60, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male,Hour21-35, Iran,0
Age24-31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,Hour21-35, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour21-35, United-States,0
Age51-60, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Private, 11th, Widowed, Other-service, Unmarried, Other, Male,Hour36-50, United-States,0
Age32-40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour21-35, United-States,0
Age24-31, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, Portugal,0
Age32-40, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,Hour21-35, United-States,0
Age61-70, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,1
Age17-23, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,Hour51-70, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,Hour1-20, United-States,0
Age51-60, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,1
Age32-40, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,Hour36-50, United-States,0
Age24-31, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,Hour1-20, United-States,0
Age17-23, Private, 11th, Never-married, Other-service, Own-child, White, Male,Hour1-20, United-States,0
Age32-40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,Hour36-50, United-States,0
Age17-23, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,Hour21-35, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,Hour36-50, United-States,0
Age32-40, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Hour21-35, United-States,0
Age24-31, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour1-20, United-States,1
Age17-23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States,0
Age17-23, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,Hour36-50, United-States,1
Age24-31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, ?,1
Age32-40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Hour21-35, United-States,0
Age41-50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,Hour36-50, United-States,0
Age17-23, ?, HS-grad, Never-married, ?, Other-relative, White, Female,Hour21-35, United-States,0
Age24-31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age51-60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,Hour36-50, United-States,0
